"","Provincia","Estadillo","nArbol","Tipo","OrdenIFActual","Rumbo","Distancia","Especie","Diametro1","Diametro2","Calidad","Forma","Altura","ParEsp","PlotID0"
"186206",11,55,9,NA,"09","192","02,6","26","0262","0271","3","2","05,5",NA,"11.55"
"186207",11,55,10,"3","10","218","07,3","26","0311","0303","2","2","08,0",NA,"11.55"
"186208",11,55,11,NA,"11","222","13,6","26","0231","0232","2","2","08,5",NA,"11.55"
"186209",11,55,12,NA,"12","227","12,7","26","0278","0262","2","2","09,5",NA,"11.55"
"186210",11,55,13,NA,"13","244","11,7","26","0272","0259","2","2","09,0",NA,"11.55"
"186211",11,55,14,NA,"14","255","14,9","26","0256","0275","3","2","08,5",NA,"11.55"
"186212",11,55,15,NA,"15","258","09,7","26","0239","0242","2","2","09,5",NA,"11.55"
"186213",11,55,16,NA,"16","286","11,3","26","0237","0246","2","2","08,0",NA,"11.55"
"186214",11,55,17,"4","17","300","10,6","26","0220","0233","2","2","07,0",NA,"11.55"
"186215",11,55,18,NA,"18","336","06,3","26","0172","0161","2","2","07,0",NA,"11.55"
"186216",11,55,19,NA,"19","339","03,3","26","0236","0243","2","2","09,0",NA,"11.55"
"186217",11,55,20,NA,"20","341","01,3","26","0235","0235","2","2","08,0",NA,"11.55"
"186218",11,55,21,NA,"21","389","08,6","24","0296","0272","2","2","11,0",NA,"11.55"
"186219",11,55,22,NA,"22","397","04,6","24","0380","0315","2","2","13,0",NA,"11.55"
"187064",11,217,1,"1","01","025","12,8","24","0245","0280","2","2","09,5",NA,"11.217"
"187065",11,217,2,NA,"02","030","03,3","24","0181","0199","3","2","08,0",NA,"11.217"
"187066",11,217,3,NA,"03","047","10,9","26","0286","0300","2","2","08,0",NA,"11.217"
"187067",11,217,4,NA,"04","070","05,1","24","0175","0180","2","2","06,5",NA,"11.217"
"187068",11,217,5,NA,"05","105","03,7","66","0151","0144","2","4","05,5",NA,"11.217"
"187069",11,217,6,"2","06","123","07,4","24","0197","0182","2","2","07,0",NA,"11.217"
"187070",11,217,7,NA,"07","145","08,5","26","0213","0210","2","2","06,0",NA,"11.217"
"187071",11,217,8,NA,"08","152","12,0","24","0232","0245","2","2","07,0",NA,"11.217"
"187072",11,217,9,NA,"09","154","05,4","24","0193","0201","2","2","08,0",NA,"11.217"
"187073",11,217,10,NA,"10","163","10,6","24","0258","0258","2","2","09,0",NA,"11.217"
"187074",11,217,11,NA,"11","174","06,3","24","0188","0198","2","2","07,0",NA,"11.217"
"187075",11,217,12,NA,"12","193","08,1","24","0186","0196","2","2","06,0",NA,"11.217"
"187076",11,217,13,"3","13","210","01,3","26","0297","0309","2","2","08,0",NA,"11.217"
"187077",11,217,14,NA,"14","214","04,6","26","0151","0151","2","3","05,0",NA,"11.217"
"187078",11,217,15,NA,"15","220","06,9","26","0215","0222","2","2","05,0",NA,"11.217"
"187079",11,217,16,NA,"16","291","08,9","24","0215","0215","2","2","09,0",NA,"11.217"
"187080",11,217,17,"4","17","301","04,1","26","0265","0261","2","2","06,5",NA,"11.217"
"187081",11,217,18,NA,"18","318","13,0","45","0885","0885","3","5","08,5",NA,"11.217"
"187082",11,217,19,NA,"19","338","08,1","26","0139","0141","2","3","05,5",NA,"11.217"
"187083",11,217,20,NA,"20","359","09,2","26","0193","0182","2","2","06,5",NA,"11.217"
"187084",11,217,21,NA,"21","371","12,1","24","0242","0240","2","2","08,0",NA,"11.217"
"187085",11,217,22,NA,"22","373","10,5","26","0255","0235","2","2","07,0",NA,"11.217"
"187086",11,217,23,NA,"23","392","07,5","26","0233","0242","2","2","07,0",NA,"11.217"
"187087",11,217,24,NA,"24","399","09,6","26","0205","0205","2","2","07,0",NA,"11.217"
"198005",12,1386,1,NA,"1","2","4.9","26","187","188","6","2","8.5",NA,"12.1386"
"198006",12,1386,2,NA,"2","16","9.2","26","316","287","6","2","12.0",NA,"12.1386"
"198007",12,1386,3,NA,"3","18","5.8","26","227","219","6","2","10.5",NA,"12.1386"
"198008",12,1386,4,NA,"4","93","12.2","26","250","278","6","2","8.0",NA,"12.1386"
"198009",12,1386,5,"1","5","142","9.5","26","171","177","3","2","7.0",NA,"12.1386"
"198010",12,1386,6,"2","6","168","12.3","26","231","220","3","2","9.0",NA,"12.1386"
"198011",12,1386,7,"3","7","192","14.1","26","242","228","3","2","8.5",NA,"12.1386"
"198012",12,1386,8,NA,"8","304","2.6","26","122","122","6","3","4.5",NA,"12.1386"
"198013",12,1386,9,"4","9","356","3.3","26","255","242","6","2","8.5",NA,"12.1386"
"198014",12,1386,10,NA,"10","370","12.2","24","247","240","6","2","11.5","2","12.1386"
"198015",12,1386,11,NA,"11","372","11.7","24","336","326","6","2","13.5","2","12.1386"
"198016",12,1386,12,NA,"12","382","9.4","26","250","229","6","2","11.5",NA,"12.1386"
"198017",12,1386,13,NA,"13","395","11.5","24","231","218","6","2","11.5",NA,"12.1386"
"201063",12,957,1,"1","1","25","15.0","24","319","342","2","2","13.0",NA,"12.957"
"201064",12,957,2,NA,"2","26","9.8","26","167","166","2","2","8.5",NA,"12.957"
"201065",12,957,3,NA,"3","26","4.0","26","314","322","2","2","9.0",NA,"12.957"
"201066",12,957,4,NA,"4","79","11.4","24","300","290","2","2","10.5",NA,"12.957"
"201067",12,957,5,NA,"5","85","7.3","26","299","291","2","2","10.0",NA,"12.957"
"201068",12,957,6,"2","6","106","9.1","24","136","127","2","3","6.0",NA,"12.957"
"201069",12,957,7,NA,"7","109","5.2","26","130","131","2","3","5.5",NA,"12.957"
"201070",12,957,8,NA,"8","123","13.5","26","245","249","2","2","8.5",NA,"12.957"
"201071",12,957,9,NA,"9","159","14.0","24","224","254","2","2","9.5",NA,"12.957"
"201072",12,957,10,"3","10","216","7.2","24","217","209","2","2","7.0",NA,"12.957"
"201073",12,957,11,NA,"11","222","4.0","21","205","207","2","3","5.5",NA,"12.957"
"201074",12,957,12,NA,"12","296","10.4","24","346","345","2","2","10.0",NA,"12.957"
"201075",12,957,13,"4","13","302","15.1","24","230","220","2","3","6.0",NA,"12.957"
"201076",12,957,14,NA,"14","361","15.2","26","291","314","2","2","11.0",NA,"12.957"
"201077",12,957,15,NA,"15","380","6.6","21","181","198","2","2","8.0",NA,"12.957"
"204043",12,1852,1,"1","1","12","9.3","24","279","312","3","2","9.0","1","12.1852"
"204044",12,1852,2,NA,"2","30","11.6","26","264","274","3","2","8.0",NA,"12.1852"
"204045",12,1852,3,NA,"3","44","8.9","24","292","310","3","5","8.0",NA,"12.1852"
"204046",12,1852,4,NA,"4","47","6.0","26","240","242","3","2","7.0",NA,"12.1852"
"204047",12,1852,5,NA,"5","49","15.0","24","277","288","3","2","8.0",NA,"12.1852"
"204048",12,1852,6,NA,"6","95","12.2","24","288","272","3","2","8.5",NA,"12.1852"
"204049",12,1852,7,"2","7","110","6.0","24","149","136","3","5","6.0",NA,"12.1852"
"204050",12,1852,8,"3","8","204","10.7","24","190","213","3","2","6.5","1","12.1852"
"204051",12,1852,9,NA,"9","218","14.2","24","297","312","4","5","7.0",NA,"12.1852"
"204052",12,1852,10,NA,"10","233","6.5","24","206","224","3","2","7.5",NA,"12.1852"
"204053",12,1852,11,NA,"11","238","5.1","26","105","110","4","3","5.0",NA,"12.1852"
"204054",12,1852,12,NA,"12","267","5.0","45","144","146","3","4","5.0",NA,"12.1852"
"204055",12,1852,13,"4","13","340","14.0","24","230","229","3","2","7.5","1","12.1852"
"204056",12,1852,14,NA,"14","346","10.8","24","142","144","4","5","5.5",NA,"12.1852"
"204057",12,1852,15,NA,"15","346","5.9","24","202","194","3","2","7.0",NA,"12.1852"
"204058",12,1852,16,NA,"16","360","10.7","24","165","160","3","3","7.0",NA,"12.1852"
"204059",12,1852,17,NA,"17","391","12.0","24","224","231","3","2","9.0",NA,"12.1852"
"208578",12,1638,1,"1","1","14","10.6","26","210","196","2","2","11.5",NA,"12.1638"
"208579",12,1638,2,NA,"2","14","7.4","24","206","201","2","2","12.0",NA,"12.1638"
"208580",12,1638,3,NA,"3","23","10.2","26","210","244","2","2","12.0",NA,"12.1638"
"208581",12,1638,4,NA,"4","37","10.0","26","190","184","2","2","10.5",NA,"12.1638"
"208582",12,1638,5,NA,"5","37","3.0","24","285","270","2","2","12.0",NA,"12.1638"
"208583",12,1638,6,NA,"6","40","7.1","26","215","200","2","2","12.5",NA,"12.1638"
"208584",12,1638,7,NA,"7","50","9.9","24","197","210","2","2","13.0",NA,"12.1638"
"208585",12,1638,8,NA,"8","52","7.5","26","235","225","2","2","11.5",NA,"12.1638"
"208586",12,1638,9,NA,"9","57","10.6","26","231","230","2","2","12.0",NA,"12.1638"
"208587",12,1638,10,NA,"10","66","8.1","26","142","140","2","2","10.5",NA,"12.1638"
"208588",12,1638,11,NA,"11","83","13.1","26","240","245","2","2","9.5",NA,"12.1638"
"208589",12,1638,12,NA,"12","83","9.3","24","230","243","2","2","11.0",NA,"12.1638"
"208590",12,1638,13,"2","13","104","12.3","26","279","289","2","2","11.5",NA,"12.1638"
"208591",12,1638,14,NA,"14","110","2.7","24","185","192","2","2","10.0",NA,"12.1638"
"208592",12,1638,15,NA,"15","114","4.0","26","222","235","2","2","10.5",NA,"12.1638"
"208593",12,1638,16,NA,"16","121","6.1","26","200","212","2","2","10.0",NA,"12.1638"
"208594",12,1638,17,NA,"17","129","8.2","24","223","254","2","2","10.5","1","12.1638"
"208595",12,1638,18,NA,"18","131","9.5","26","265","276","2","2","10.0",NA,"12.1638"
"208596",12,1638,19,NA,"19","131","14.3","26","246","255","2","2","9.0",NA,"12.1638"
"208597",12,1638,20,NA,"20","133","12.3","26","220","230","2","2","9.5",NA,"12.1638"
"208598",12,1638,21,NA,"21","156","11.6","26","280","278","2","2","10.5",NA,"12.1638"
"208599",12,1638,22,NA,"22","158","9.6","26","250","262","2","2","11.5",NA,"12.1638"
"208600",12,1638,23,NA,"23","162","7.6","26","230","227","2","2","10.5",NA,"12.1638"
"208601",12,1638,24,NA,"24","168","14.0","26","270","275","2","2","10.5",NA,"12.1638"
"208602",12,1638,25,NA,"25","173","11.7","26","260","257","2","2","10.5",NA,"12.1638"
"208603",12,1638,26,NA,"26","173","4.4","26","270","272","2","2","11.1",NA,"12.1638"
"208604",12,1638,27,NA,"27","181","9.7","26","160","158","2","2","9.0",NA,"12.1638"
"208605",12,1638,28,NA,"28","184","2.5","24","154","158","2","2","9.5",NA,"12.1638"
"208606",12,1638,29,NA,"29","193","7.4","26","210","209","2","2","9.5",NA,"12.1638"
"208607",12,1638,30,"3","30","205","5.7","26","260","250","2","2","9.5",NA,"12.1638"
"208608",12,1638,31,NA,"31","223","10.3","26","225","218","2","2","9.0",NA,"12.1638"
"208609",12,1638,32,NA,"32","236","10.1","26","270","260","2","2","9.0",NA,"12.1638"
"208610",12,1638,33,NA,"33","242","4.7","26","220","212","2","2","9.0",NA,"12.1638"
"208611",12,1638,34,NA,"34","245","9.9","26","187","184","2","2","8.5",NA,"12.1638"
"208612",12,1638,35,NA,"35","255","9.8","26","180","183","2","2","8.5",NA,"12.1638"
"208613",12,1638,36,NA,"36","266","14.0","26","243","240","2","2","8.5",NA,"12.1638"
"208614",12,1638,37,NA,"37","268","10.3","26","190","192","2","2","8.0",NA,"12.1638"
"208615",12,1638,38,NA,"38","287","15.9","26","262","260","2","2","9.5",NA,"12.1638"
"208616",12,1638,39,NA,"39","296","5.6","24","214","224","2","2","10.0",NA,"12.1638"
"208617",12,1638,40,"4","40","310","7.3","24","155","160","2","2","10.0",NA,"12.1638"
"208618",12,1638,41,NA,"41","316","8.2","26","238","252","2","2","10.0",NA,"12.1638"
"208619",12,1638,42,NA,"42","323","9.9","26","200","210","2","2","9.0",NA,"12.1638"
"208620",12,1638,43,NA,"43","326","13.7","26","285","276","2","2","11.0",NA,"12.1638"
"208621",12,1638,44,NA,"44","329","14.8","26","268","274","2","2","10.0",NA,"12.1638"
"208622",12,1638,45,NA,"45","335","6.7","26","240","246","2","2","9.5",NA,"12.1638"
"208623",12,1638,46,NA,"46","335","4.7","26","194","200","2","2","9.5",NA,"12.1638"
"208624",12,1638,47,NA,"47","336","9.4","26","231","230","2","2","9.5",NA,"12.1638"
"208625",12,1638,48,NA,"48","340","13.5","24","225","243","2","2","11.0",NA,"12.1638"
"208626",12,1638,49,NA,"49","355","14.0","26","298","304","2","2","12.0",NA,"12.1638"
"208627",12,1638,50,NA,"50","364","8.2","24","193","194","2","2","11.0",NA,"12.1638"
"208628",12,1638,51,NA,"51","371","7.2","26","247","244","2","2","10.0",NA,"12.1638"
"208629",12,1638,52,NA,"52","375","14.7","26","344","328","2","2","12.0",NA,"12.1638"
"208630",12,1638,53,NA,"53","381","5.3","24","137","142","2","2","10.0",NA,"12.1638"
"208631",12,1638,54,NA,"54","391","10.4","24","230","228","2","2","11.0",NA,"12.1638"
"208632",12,1638,55,NA,"55","397","4.1","26","217","203","2","2","10.0",NA,"12.1638"
"290339",16,1654,1,"1","1","28","2.3","26","260","242","2","2","12.5",NA,"16.1654"
"290340",16,1654,2,"2","2","168","14.2","26","236","243","2","2","11.5",NA,"16.1654"
"290341",16,1654,3,NA,"3","191","4.6","25","247","250","2","2","13.0",NA,"16.1654"
"290342",16,1654,4,NA,"4","196","5.2","25","188","197","2","2","12.5",NA,"16.1654"
"290343",16,1654,5,"3","5","211","7.4","26","184","191","2","2","11.5",NA,"16.1654"
"290344",16,1654,6,NA,"6","222","6.6","26","193","198","2","2","11.0",NA,"16.1654"
"290345",16,1654,7,NA,"7","277","5.5","26","403","405","2","2","11.5","527","16.1654"
"290346",16,1654,8,NA,"8","289","8.6","26","208","230","2","2","8.5",NA,"16.1654"
"290347",16,1654,9,"4","9","331","9.6","24","250","252","2","2","11.5",NA,"16.1654"
"290348",16,1654,10,NA,"10","360","10.6","26","240","232","2","2","11.0",NA,"16.1654"
"290349",16,1654,11,NA,"11","379","1.8","26","77","79","3","3","5.5",NA,"16.1654"
"290350",16,1654,12,NA,"12","381","13.5","26","232","242","2","2","9.0",NA,"16.1654"
"290351",16,1654,13,NA,"13","392","6.0","24","212","214","2","2","12.0",NA,"16.1654"
"294051",16,2258,1,"1","1","29","19.0","26","533","582","2","2","16.0",NA,"16.2258"
"294052",16,2258,2,NA,"2","37","9.3","26","234","238","2","2","10.0",NA,"16.2258"
"294053",16,2258,3,NA,"3","64","6.0","24","178","186","2","2","10.0",NA,"16.2258"
"294054",16,2258,4,NA,"4","78","5.6","26","253","266","2","2","11.5",NA,"16.2258"
"294055",16,2258,5,NA,"5","82","7.0","26","142","138","3","3","7.5",NA,"16.2258"
"294056",16,2258,6,NA,"6","96","18.9","26","506","516","2","2","15.0",NA,"16.2258"
"294057",16,2258,7,"2","7","133","5.7","26","597","622","2","2","18.5",NA,"16.2258"
"294058",16,2258,8,NA,"8","142","13.8","24","258","254","2","2","11.5",NA,"16.2258"
"294059",16,2258,9,NA,"9","168","12.0","24","303","298","2","2","14.0","1","16.2258"
"294060",16,2258,10,NA,"10","169","12.3","24","318","297","2","2","14.0","1","16.2258"
"294061",16,2258,11,"3","11","204","13.7","24","262","282","2","2","13.0",NA,"16.2258"
"294062",16,2258,12,NA,"12","246","6.2","26","400","410","2","2","12.0",NA,"16.2258"
"294063",16,2258,13,NA,"13","297","13.6","24","359","345","2","2","12.0",NA,"16.2258"
"294064",16,2258,14,"4","14","331","13.5","26","275","275","2","2","11.0",NA,"16.2258"
"294065",16,2258,15,NA,"15","348","5.2","24","148","150","2","2","8.5",NA,"16.2258"
"294066",16,2258,16,NA,"16","368","4.4","26","271","262","2","2","9.5",NA,"16.2258"
"294067",16,2258,17,NA,"17","379","7.2","26","250","273","2","2","9.0",NA,"16.2258"
"295236",16,2421,1,NA,"1","28","4.1","24","90","87","3","3","6.5",NA,"16.2421"
"295237",16,2421,2,NA,"2","78","4.7","24","106","100","3","3","7.0",NA,"16.2421"
"295238",16,2421,3,"1","3","99","2.9","26","161","157","3","2","8.5",NA,"16.2421"
"295239",16,2421,4,"2","4","103","3.4","24","168","164","2","2","10.0",NA,"16.2421"
"295240",16,2421,5,NA,"5","108","9.9","25","218","212","2","2","8.5",NA,"16.2421"
"295241",16,2421,6,NA,"6","116","3.4","24","169","177","2","2","9.5",NA,"16.2421"
"295242",16,2421,7,NA,"7","132","8.3","25","145","140","2","2","7.5",NA,"16.2421"
"295243",16,2421,8,NA,"8","155","10.1","24","226","229","2","2","9.5",NA,"16.2421"
"295244",16,2421,9,NA,"9","177","4.0","26","191","177","3","2","6.5",NA,"16.2421"
"295245",16,2421,10,"3","10","217","10.7","26","256","244","2","2","10.5",NA,"16.2421"
"295246",16,2421,11,NA,"11","229","14.8","26","220","232","2","2","9.5","1","16.2421"
"295247",16,2421,12,NA,"12","261","7.7","26","125","125","3","3","6.0",NA,"16.2421"
"295248",16,2421,13,"4","13","321","5.3","26","208","217","2","2","11.0",NA,"16.2421"
"295249",16,2421,14,NA,"14","323","7.1","24","246","243","2","2","12.0","2","16.2421"
"295250",16,2421,15,NA,"15","326","7.2","24","202","201","2","2","12.0","2","16.2421"
"295251",16,2421,16,NA,"16","327","2.9","24","134","140","2","2","9.5",NA,"16.2421"
"295825",16,2553,1,"1","1","106","10.7","26","327","324","2","2","13.5",NA,"16.2553"
"295826",16,2553,2,"2","2","144","14.6","26","322","334","2","2","12.0",NA,"16.2553"
"295827",16,2553,3,NA,"3","173","11.3","24","243","263","2","2","13.5",NA,"16.2553"
"295828",16,2553,4,NA,"4","194","9.4","24","172","186","2","2","11.0",NA,"16.2553"
"295829",16,2553,5,"3","5","219","7.2","24","131","131","2","2","9.5",NA,"16.2553"
"295830",16,2553,6,NA,"6","241","2.8","26","280","267","3","2","14.0","1","16.2553"
"295831",16,2553,7,NA,"7","276","10.6","26","270","262","2","2","10.0",NA,"16.2553"
"295832",16,2553,8,NA,"8","298","4.5","26","266","270","2","2","13.5",NA,"16.2553"
"295833",16,2553,9,"4","9","310","8.3","24","191","193","2","2","11.5",NA,"16.2553"
"295834",16,2553,10,NA,"10","333","7.6","24","127","132","2","2","9.5",NA,"16.2553"
"295835",16,2553,11,NA,"11","336","4.0","24","76","79","3","3","8.0","1","16.2553"
"295836",16,2553,12,NA,"12","336","3.3","26","82","83","3","3","5.5",NA,"16.2553"
"295837",16,2553,13,NA,"13","337","9.7","26","158","162","2","2","8.0",NA,"16.2553"
"295838",16,2553,14,NA,"14","342","5.1","26","170","172","2","2","9.0",NA,"16.2553"
"295839",16,2553,15,NA,"15","387","6.1","26","216","221","2","2","10.5",NA,"16.2553"
"297547",16,2715,1,"1","1","38","11.7","26","281","305","2","2","13.5",NA,"16.2715"
"297548",16,2715,2,NA,"2","39","1.7","24","124","121","2","2","10.0",NA,"16.2715"
"297549",16,2715,3,NA,"3","54","7.8","24","272","289","2","2","14.5",NA,"16.2715"
"297550",16,2715,4,NA,"4","95","11.9","24","272","309","2","2","13.5",NA,"16.2715"
"297551",16,2715,5,"2","5","102","9.5","26","313","291","2","2","13.5","501","16.2715"
"297552",16,2715,6,NA,"6","102","2.7","26","347","382","2","2","13.5",NA,"16.2715"
"297553",16,2715,7,NA,"7","114","15.0","26","305","301","2","2","12.5",NA,"16.2715"
"297554",16,2715,8,NA,"8","121","9.0","26","264","266","2","2","13.0",NA,"16.2715"
"297555",16,2715,9,NA,"9","125","10.1","26","264","232","2","2","12.0",NA,"16.2715"
"297556",16,2715,10,NA,"10","139","6.0","26","294","272","2","2","14.0",NA,"16.2715"
"297557",16,2715,11,NA,"11","142","4.3","26","156","154","6","2","13.0",NA,"16.2715"
"297558",16,2715,12,NA,"12","148","13.5","26","236","233","2","2","11.0",NA,"16.2715"
"297559",16,2715,13,NA,"13","164","13.1","26","296","289","2","2","13.5",NA,"16.2715"
"297560",16,2715,14,NA,"14","178","13.3","26","266","252","2","2","14.0",NA,"16.2715"
"297561",16,2715,15,NA,"15","187","7.8","26","246","233","2","2","12.0",NA,"16.2715"
"297562",16,2715,16,NA,"16","198","3.6","24","131","119","2","2","10.0",NA,"16.2715"
"297563",16,2715,17,"3","17","201","6.0","24","250","230","2","2","12.0",NA,"16.2715"
"297564",16,2715,18,NA,"18","206","12.6","24","243","250","2","2","14.0",NA,"16.2715"
"297565",16,2715,19,NA,"19","206","10.4","24","312","298","2","2","14.0",NA,"16.2715"
"297566",16,2715,20,NA,"20","221","2.5","24","100","117","2","2","8.0",NA,"16.2715"
"297567",16,2715,21,NA,"21","236","7.5","26","181","188","2","2","11.5",NA,"16.2715"
"297568",16,2715,22,NA,"22","242","8.6","26","195","199","2","2","11.5",NA,"16.2715"
"297569",16,2715,23,NA,"23","264","5.0","24","111","100","3","3","7.5",NA,"16.2715"
"297570",16,2715,24,NA,"24","272","15.1","24","270","297","2","2","12.0",NA,"16.2715"
"297571",16,2715,25,"4","25","301","8.8","26","239","278","2","2","12.0",NA,"16.2715"
"297572",16,2715,26,NA,"26","307","11.3","26","205","220","2","2","10.0",NA,"16.2715"
"297573",16,2715,27,NA,"27","333","7.5","26","324","310","2","2","12.0",NA,"16.2715"
"297574",16,2715,28,NA,"28","341","5.6","26","273","245","2","2","12.0",NA,"16.2715"
"297575",16,2715,29,NA,"29","367","8.9","26","215","213","2","2","11.5",NA,"16.2715"
"297576",16,2715,30,NA,"30","378","7.0","26","347","344","2","2","15.0","501","16.2715"
"297577",16,2715,31,NA,"31","378","8.7","26","193","183","2","2","9.5",NA,"16.2715"
"297578",16,2715,32,NA,"32","384","4.5","24","198","197","2","2","11.5",NA,"16.2715"
"297579",16,2715,33,NA,"33","389","3.7","26","302","279","2","2","13.5",NA,"16.2715"
"299593",16,27,1,"1","1","70","3.6","24","212","229","2","5","6.0",NA,"16.27"
"299594",16,27,2,NA,"2","78","9.2","24","336","334","2","2","7.5",NA,"16.27"
"299595",16,27,3,"2","3","111","6.0","24","195","196","2","2","6.0",NA,"16.27"
"299596",16,27,4,NA,"4","144","6.7","24","134","136","3","5","5.5",NA,"16.27"
"299597",16,27,5,NA,"5","152","3.2","24","202","205","2","2","6.5",NA,"16.27"
"299598",16,27,6,NA,"6","158","9.6","24","207","205","3","5","5.5","2","16.27"
"299599",16,27,7,NA,"7","162","10.0","24","201","206","3","5","5.0","2","16.27"
"299600",16,27,8,"3","8","211","7.4","24","212","225","2","5","6.0",NA,"16.27"
"299601",16,27,9,NA,"9","247","1.5","24","295","326","2","5","7.5",NA,"16.27"
"299602",16,27,10,NA,"10","248","8.3","24","225","214","2","2","7.0",NA,"16.27"
"299603",16,27,11,NA,"11","256","7.1","24","193","188","2","2","7.5",NA,"16.27"
"299604",16,27,12,NA,"12","277","4.9","25","92","91","2","3","5.0",NA,"16.27"
"299605",16,27,13,NA,"13","280","8.9","24","187","185","3","5","5.0",NA,"16.27"
"299606",16,27,14,NA,"14","293","7.4","24","171","193","3","5","5.0",NA,"16.27"
"299607",16,27,15,"4","15","326","6.9","24","267","277","2","2","7.5",NA,"16.27"
"299608",16,27,16,NA,"16","352","12.9","24","226","226","2","2","7.5",NA,"16.27"
"299609",16,27,17,NA,"17","373","12.7","24","293","315","2","2","8.5",NA,"16.27"
"306428",17,2276,1,"1","1","1","7.2","24","188","191","2","2","10.5","1","17.2276"
"306429",17,2276,2,NA,"2","28","9.3","24","181","179","2","2","11.5",NA,"17.2276"
"306430",17,2276,3,NA,"3","32","5.1","24","160","153","2","2","9.0",NA,"17.2276"
"306431",17,2276,4,"5","4","65","5.5","26","137","139","2","2","9.0",NA,"17.2276"
"306432",17,2276,5,NA,"5","104","3.3","24","204","205","2","2","10.0",NA,"17.2276"
"306433",17,2276,6,NA,"6","107","8.9","24","141","147","2","2","9.0",NA,"17.2276"
"306434",17,2276,7,"2","7","111","12.9","26","269","272","2","2","13.0",NA,"17.2276"
"306435",17,2276,8,NA,"8","128","4.5","24","121","128","2","2","7.0",NA,"17.2276"
"306436",17,2276,9,"4","9","150","3.1","46","130","121","3","5","5.5","000","17.2276"
"306437",17,2276,10,NA,"10","173","10.5","26","259","260","2","2","12.0",NA,"17.2276"
"306438",17,2276,11,NA,"11","185","6.1","24","200","205","2","2","11.0",NA,"17.2276"
"306439",17,2276,12,NA,"12","189","9.7","24","166","173","2","2","10.0",NA,"17.2276"
"306440",17,2276,13,NA,"13","210","5.7","26","276","264","2","2","11.0",NA,"17.2276"
"306441",17,2276,14,NA,"14","237","9.2","26","261","260","2","2","11.0",NA,"17.2276"
"306442",17,2276,15,NA,"15","241","3.9","24","177","164","2","2","11.0",NA,"17.2276"
"306443",17,2276,16,NA,"16","266","1.2","45","111","117","2","4","6.5","9","17.2276"
"306444",17,2276,17,NA,"17","314","7.1","24","216","221","2","2","10.0",NA,"17.2276"
"306445",17,2276,18,"6","18","317","12.7","24","259","283","2","2","10.5",NA,"17.2276"
"306446",17,2276,19,NA,"19","328","6.5","24","174","176","2","2","11.0",NA,"17.2276"
"306447",17,2276,20,NA,"20","341","7.5","24","211","219","2","2","10.0",NA,"17.2276"
"306448",17,2276,21,NA,"21","373","7.8","24","232","227","2","2","10.5",NA,"17.2276"
"306449",17,2276,22,NA,"22","393","9.0","24","173","169","2","2","10.0",NA,"17.2276"
"306450",17,2276,23,"3","23","394","6.1","46","156","152","2","2","7.0","000","17.2276"
"328212",17,1181,1,"1","1","1","4.2","24","150","156","2","5","6.5",NA,"17.1181"
"328213",17,1181,2,NA,"2","38","6.8","24","230","233","2","5","10.0",NA,"17.1181"
"328214",17,1181,3,"4","3","60","3.8","26","209","207","2","5","6.5",NA,"17.1181"
"328215",17,1181,4,NA,"4","73","9.3","24","217","227","2","2","10.5",NA,"17.1181"
"328216",17,1181,5,NA,"5","87","9.6","24","147","165","2","5","9.0",NA,"17.1181"
"328217",17,1181,6,"2","6","102","6.7","24","146","149","2","2","7.0",NA,"17.1181"
"328218",17,1181,7,NA,"7","105","7.3","24","121","129","2","2","6.5",NA,"17.1181"
"328219",17,1181,8,"5","8","121","5.3","24","126","124","2","3","7.5",NA,"17.1181"
"328220",17,1181,9,NA,"9","126","9.7","24","157","160","2","2","9.0",NA,"17.1181"
"328221",17,1181,10,NA,"10","136","4.0","24","127","130","2","3","6.5",NA,"17.1181"
"328222",17,1181,11,NA,"11","167","4.9","24","123","116","3","5","6.0",NA,"17.1181"
"328223",17,1181,12,NA,"12","178","4.2","24","93","93","3","5","5.0",NA,"17.1181"
"328224",17,1181,13,"6","13","282","5.9","24","251","274","2","5","7.5",NA,"17.1181"
"328225",17,1181,14,NA,"14","343","4.2","24","155","162","3","5","6.0",NA,"17.1181"
"328226",17,1181,15,NA,"15","361","7.5","24","157","156","2","2","6.5",NA,"17.1181"
"328227",17,1181,16,NA,"16","378","2.3","24","129","121","2","5","5.5",NA,"17.1181"
"328228",17,1181,17,"3","17","383","12.5","26","278","262","2","2","9.0",NA,"17.1181"
"347497",17,1151,1,"1","1","8","4.0","24","129","134","2","2","7.0",NA,"17.1151"
"347498",17,1151,2,"5","2","53","6.7","26","129","135","2","3","5.5",NA,"17.1151"
"347499",17,1151,3,NA,"3","65","2.8","24","181","190","2","2","10.7",NA,"17.1151"
"347500",17,1151,4,NA,"4","98","4.1","24","122","199","2","2","11.2",NA,"17.1151"
"347501",17,1151,5,NA,"5","99","9.3","24","234","234","2","2","10.8",NA,"17.1151"
"347502",17,1151,6,NA,"6","120","1.7","24","178","168","2","2","11.2",NA,"17.1151"
"347503",17,1151,7,"2","7","121","4.9","26","135","129","2","2","10.0",NA,"17.1151"
"347504",17,1151,8,NA,"8","144","3.6","26","84","82","2","3","5.3",NA,"17.1151"
"347505",17,1151,9,NA,"9","148","9.3","24","173","160","2","2","10.2",NA,"17.1151"
"347506",17,1151,10,NA,"10","167","8.9","24","184","172","2","2","10.2",NA,"17.1151"
