"","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","Ano","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","FechaIni","HoraIni","FechaFin","HoraFin","Origen","PlotID0","PlotID"
"9603",9,2457,"A","1",0,"1985","M","0005","1997","","3-3",2018,1,1,1,100,60,1,1,1,2,2,4,1,2,1,1,6,1,NA,NA,1,0,0,0,0,140,NA,2.75,NA,1,2,1,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO Y PIES MAYORES IFN3.
[ClaEsp. Resto de especies=10%]
[Pies Mayores]
021 A 11.8 MTS Y 34 GRS O POR DIAMETRO (225-211)
021 A 8.1 MTS Y 258 GRS NO POR DIAMETRO (125-118)
021 A 7.8 MTS Y 264 GRS NO POR DIAMETRO (123-120)
PIE 7 EN IFN3 A 10.04 MTS LATERAL CON CINTA Y 280 GRS NO POR DISTANCIA.
021 A 8.7 MTS Y 280 GRS NO POR DIAMETRO (123-122)
021 A 8.6 MTS Y 301 GRS NO POR DIAMETRO (122-117)",2018-07-11,2000-01-01,2018-07-12,2000-01-01,9,"9.2457","9.2457.A.1"
"9605",9,2460,"A","1",0,"1985","M","0004","1997","","3-3",2018,1,1,1,75,65,1,2,1,2,2,4,1,2,1,1,9,1,NA,NA,1,0,0,0,0,10,NA,5,NA,1,2,1,"PARCELA LOALIZADA MEDIANTE ORTOFOTO Y PIES MAYORES IFN3. EL LEVANTAMIENTO SE HA DIFICULTADO POR LA PRESENCIA DE NUMEROSOS HORMIGUEROS Y POR LOR MORDISCOS DE LAS MISMAS.
[Riesgos]MOD COMBUSTIBLE MIXTO 9 Y 5.
[Pies Mayores]
026 A 12.9 MTS Y 23GRS NO POR DIAMETRO (219-207)
026 A 5.3 MTS Y 172 GRS NO POR DIAMETRO (122-126)
PIE 2 PAE COMPROBADO
PIE 3 BIFURCACION CORTADA
PIE 6,7,13 ESTAN INCLINADOS PROBABLEMENTE POR EL VIENTO
PIE 13 FORMA RUMBO Y FORMA COMPROBADA
PIE 31 ALTURA COMPROBADA ",2018-07-24,2000-01-01,2018-07-25,2000-01-01,9,"9.2460","9.2460.A.1"
"9702",9,2614,"A","1",0,"1984","J","0002","1997","","1-1",2018,1,1,1,90,75,1,2,1,2,2,4,1,2,1,1,8,1,NA,NA,1,0,0,0,0,290,NA,5.5,NA,2,2,2,"PARCELA LOCALIZADA MEDIANTE FOTO AEREA, PIES MAYORES Y TOCONES IFN3.
[Fisiografía] PENDIENTE COMPROBADA 
[Pies Mayores]
PIES 3,5,7,11,15,16,19,22,23,24 CALIDAD COMPROBADA 
PIE 6 ALTURA COMPROBADA
PIE 22 DIAMETRO COMPROBADO 
PIE 19 BIFURCACION COMPROBADA 
021 A 17 MTS Y 204 GRS NO POR DIAMETRO (438-394)
021 A 24.4 MTS Y 267 GRS NO POR DIAMETRO (412-424)
BARRENA ATASCADA DEBIDO A LA RESINA DEL PINASTER ",2018-06-13,2000-01-01,2018-06-13,2000-01-01,9,"9.2614","9.2614.A.1"
"9973",9,3448,"A","1",0,"1997","","1-4","","","",2018,1,1,1,100,85,1,1,1,2,2,4,1,2,1,1,5,5,NA,NA,0,0,0,0,0,165,98,9,9.25,2,2,2,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO Y PIES IFN3. 10% RESTO SP.
[Pies Mayores] A 12.6M Y 17G 026 SE VA POR DIAMETRO. PIE 15 Y 16 IFN4 NO CONSIDERO BIFURCADO. PIE 24 IFN4 FORMA COMPROBADA. PIE 29 IFN4 PAES COMPROBADA. PIE 33 IFN4 ENTRA JUSTO POR DISTANCIA (COMPROBADA CON CINTA METRICA, DA 16.02M AL LATERAL Y CON TABLA DE CONVERSION PARA PENDIENTE DE 8.25% ENTRARIA HASTA 16.23M). A 396G Y 10.7M 026 SE VA POR DIAMETRO. A 16.3M Y 399G 021 SE VA POR DIAMETRO.",2018-07-02,2000-01-01,2018-07-02,2000-01-01,9,"9.3448","9.3448.A.1"
"35553",34,323,"A","1",0,"1985","K","0008","1997","","2-3",2019,1,1,1,95,70,1,2,1,1,2,4,1,2,1,1,8,4,NA,NA,1,0,NA,0,NA,38,NA,2,NA,1,2,1,"PARCELA LOCALIZADA POR CROQUIS Y PIES IFN3.
NIVELES COMPROBADOS, ACTUALMENTE LA MASA ESTA NATURALIZADA Y NO SE APRECIA PLANTACION.
[ClaEsp. Resto de especies=10%]DEJO 10% PARA RESTO DE ESPECIES.
[Selvicultura]LAS PODAS SON MUY ANTIGUAS.
[Pies Mayores]PIE 5 MEDIDO CON CINTA, 2.5M DE PERIMETRO.
PIE 17 ESPECIE COMPROBADA. 
PIE 22 MEDIDO CON CINTA, 3.02M DE PERIMETRO.
PIE 27 MEDIDO CON CINTA, 2.3M DE PERIMETRO.",2019-04-12,2000-01-01,2019-04-12,2000-01-01,34,"34.323","34.323.A.1"
"35554",34,324,"A","1",0,"1985","K","0008","1997","","2-3",2019,1,1,2,100,75,1,2,1,1,2,4,1,2,1,1,9,3,NA,NA,1,4,NA,0,NA,172,NA,2.5,NA,2,2,1,"PARCELA LOCALIZADA POR CROQUIS Y PIES IFN3. 
FRACCIONES COMPROBADAS.
[ClaEsp. Resto de especies=10%]DEJO 10% PARA RESTO DE ESPECIES. 
[Pies Mayores]FUERA DE 25M SE OBSERVAN ACABALLONADOS.",2019-04-22,2000-01-01,2019-04-22,2000-01-01,34,"34.324","34.324.A.1"
"35657",34,542,"A","1",0,"1985","L","0009","1997","","3-1",2019,1,1,2,100,70,1,2,1,2,2,4,1,2,1,1,5,3,NA,NA,1,0,0,0,0,165,NA,2,NA,2,2,1,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO, FOTOGRAFIA Y PIES MAYORES IFN3. NO VOY A DAR SUBPISO YA QUE EL REBOLLO SALE PRINCIPALMENTE EN CLAROS Y FORMADO GRUPOS.
[Riesgos] ESPESOR CAPA MUERTA COMPROBADA 
[Localización] SE MODIFICAN GRADOS EN FOTO PARA QUE COINCIDA CON LA FOTOGRAFIA REALIZADA EN IFN3.
[Pies Mayores]
PIE 5 BIFURCACION COMPROBADA 
021 A 173 GRS Y 13.8 MTS NO POR DIAMETRO (220-220)
026 A 247 GRS Y 15.1 MTS NO POR DISTANCIA (331-335)
043 A 276 GRS Y 9.4 MTS NO POR DIAMETRO (115-123)
026 A 366 GRS Y 15.7 MTS O POR DIAMETRO (412-426)
EL DANO POR HONGO ES DEBIDO AI FUSSARIUM Y POR INSECTO A PROCESIONARIA.",2019-04-29,2000-01-01,2019-04-29,2000-01-01,34,"34.542","34.542.A.1"
"39668",37,884,"A","1",0,"1997","","4-2","1984","L","0011",2018,1,1,2,95,80,1,1,2,2,2,6,1,2,1,1,6,2,NA,NA,0,4,0,3,0,305,NA,1.5,NA,1,2,1,"PARCELA LOCALIZADA POR ORTOFOTO,CROQUIS Y REFERENCIAS IFN3.
[Pies Mayores]A 36G Y 13M 021 NO ENTRA POR DIAMETRO.
[Regeneración]021 FUERA DE LOS 5M.
[Selvicultura]NO SON ATERRAZADOS, COMPROBADO. ",2018-11-07,2000-01-01,2018-11-07,2000-01-01,37,"37.884","37.884.A.1"
"39679",37,896,"A","1",0,"1997","","4-2","1984","L","12",2018,1,1,1,95,25,1,1,3,2,2,4,1,2,1,1,6,3,NA,NA,1,0,0,0,0,275,NA,5,NA,2,2,2,"PARCELA LOCALIZADA POR ORTOFOTO,CROQUIS Y PIES IFN3.
[Pies Mayores]A 154G Y 23M 021 NO ENTRA POR DIAMETRO.PIE 5 DISTANCIA COMPROBADA. 
A 173G Y 15M 026 NO ENTRA POR DISTANCIA LATERAL.A 231G Y 25M 026 NO ENTRA POR DISTANCIA LATERAL.
[Selvicultura]HAN CORTADO ALGUN PINO A MAS DE 15M DE DISTANCIA.NO ENTRABAN EN IFN3.
[Especies Presentes]045 FUERA DE LOS 25M.",2018-11-24,2000-01-01,2018-11-24,2000-01-01,37,"37.896","37.896.A.1"
"39752",37,1024,"A","1",0,"1884","M","0003","1997","","3-3",2018,1,1,2,100,70,1,1,1,2,1,4,1,2,1,1,5,5,NA,NA,1,0,0,0,0,310,NA,1.75,NA,2,2,2,"[Pies Mayores]PIE 1 BIFURCADO A 7.0METROS
PIE 2 MEDIDO CON CINTA(255M) Y DISTANCIA COMPROCADA
A 22.9M Y 147G UN 021 NO ENTRA POR DIAMETRO
PIE 11 MEDIDO CON CONTA(231M)
PIE 16 DISTANCIA COMPROBADA",2018-10-26,2000-01-01,2018-10-26,2000-01-01,37,"37.1024","37.1024.A.1"
"39852",37,1223,"A","1",0,"1984","J","0010","1997","","2-2",2018,1,1,2,90,80,1,1,2,2,2,4,1,2,1,3,12,3,NA,NA,1,1,0,5,0,325,NA,6.5,NA,2,2,2,"PARCELA LOCALIZADA POR ORTOFOTO,CROQUIS Y PIES IFN3.HAN CORTADO EN LA PARCELA Y CONTINUAN HACIENDOLO POR LOS ALREDEDORES.
[Pies Mayores]A 17G Y 10M 021 NO ENTRA POR DISTANCIA LATERAL.A 87G Y 10.2M 026 NO ENTRA POR DIAMETRO.A 216G Y 10M 021 NO ENTRA POR DISTANCIA LATERAL.
[Regeneración]NO HAY EN 5M.
PARCELA LEVANTADA CON LLUVIA.",2018-11-21,2000-01-01,2018-11-21,2000-01-01,37,"37.1223","37.1223.A.1"
"39891",37,1313,"A","1",0,"1998","","1-1","1984","J","0002",2019,1,1,2,95,65,1,1,2,1,2,4,1,2,1,1,4,2,NA,NA,0,0,0,1,0,165,NA,6.5,NA,2,3,2,"PARCELA LOCALIZADA POR ORTOFOTO,CROQUIS Y REFERENCIA IFN3. 
[Pies Mayores]PIE 3 ENTRA MUY JUSTO,NO SE PUEDE COMPROBAR CON CINTA POR EL MATORRAL.
[Regeneración]NO HAY.
[Localización]LEVANTAMIENTO DIFICIL POR MATORRAL.",2019-01-10,2000-01-01,2019-01-10,2000-01-01,37,"37.1313","37.1313.A.1"
"40075",37,1635,"A","1",0,"1984","K","0003","1997","","2-2",2018,1,1,2,90,70,1,1,2,2,2,4,1,2,1,1,6,2,NA,NA,1,4,0,0,0,130,NA,2.75,NA,2,3,2,"PARCELA LOCALIZADA POR FOTOS AEREAS CROQUIS Y PIES DEL IFN3. ES UNA PLANTACION DE PINO SILVESTRE Y PINO PINASTER LA FORMA DE LA MASA ES SEMIRREGULAR PORQUE HAY PIES DE LA REPOBLACION ANTERIOR.
[Identificación]
[Pies Mayores] HAN HECHO UN CLAREO CORTANDO PIES DEL IFN3. HAY PIES PODADOS.
LLUVIA DURANTE EL LEVANTAMIENTO.",2018-11-07,2000-01-01,2018-11-07,2000-01-01,37,"37.1635","37.1635.A.1"
"40089",37,1658,"A","1",0,"1984","J","0005","1997","","1-1",2018,1,1,2,100,90,1,1,1,1,2,4,1,2,1,1,9,2,NA,NA,1,0,0,0,0,190,NA,3.25,NA,1,2,2,"PARCELA LOCALIZADA POR FOTOS AEREAS, CROQUIS Y PIES DEL IFN3.
[Identificación]
[ClaEsp] PLANTACION DE SILVESTRIS CON ALGUNOS PINASTER DE SEMILLA, EN LOS LIMITES DE LA PARCELA ENTRA ALGO DE ROBLE, POR ESO LE DOY OCUPACION.
[Pies Mayores]HAY TOCONES DE HABER HECHO CORTAS.PIE 27 SE LE HA PERTIDO LA BIFURCACION Y ESTA LA RAMA EN EL SUELO.",2018-11-24,2000-01-01,2018-11-24,2000-01-01,37,"37.1658","37.1658.A.1"
"40126",37,1725,"A","1",0,"1984","K","0002","1997","","1-3",2018,1,1,2,80,65,1,2,1,2,2,4,1,2,1,1,5,10,NA,NA,0,0,0,0,0,130,NA,2.5,NA,1,2,1,"PARCELA LOCALIZADA POR FOTOS AEREAS, CROQUIS Y PIES DEL IFN3. 

CONSIDERO QUE ES UNA PLANTACION PORQUE A PESAR DE HABER HECHO CORTAS SE INTUYEN ALGUNAS LINEAS DE PLANTACION. ADEMAS HAY PIES MARCADOS PARA FUTURAS CORTAS.
[ClaEsp]
[Pies Mayores]PIE 3 TIENE UN BOLSON DE PROCESIONARIA EN LA PUNTA DE LA GUIA TERMINAL, PERO EL ARBOL ESTA SANO.
PIE 13, 17 Y 25 CALIDAD COMPROBADA.",2018-10-29,2000-01-01,2018-10-29,2000-01-01,37,"37.1725","37.1725.A.1"
"41390",40,1849,"A","1",0,"1984","L","0002","2002","","3-1",2018,1,1,1,70,60,1,1,1,2,2,4,1,2,1,1,6,7,NA,NA,1,0,0,0,0,6,NA,4.5,NA,1,2,1,"[Pies Mayores] PIE N7 FORMA COMPROBADA Y MEDIDO CON CINTA (225M). PIE N8 MEDIDO CON CINTA (235M). PIE N9 HT COMPROBADA. PIE N11 MEDIDO CON CINTA (261M) Y HT COMPROBADA. PIE N13 MEDIDO CON CINTA (218).",2018-12-03,2000-01-01,2018-12-03,2000-01-01,40,"40.1849","40.1849.A.1"
"41393",40,1856,"A","1",0,"1984","L","0002","2002","","3-1",2018,1,1,1,70,40,1,1,2,2,2,4,1,2,1,1,7,4,NA,NA,0,0,0,0,0,235,NA,4,NA,2,2,2,"[Pies Mayores] PIE N4 HT COMPROBADA. PIE 13 DM COMPROBADO. PIE A 210G NO ETRA POR DM COMPROBADO. PIE N19 HT Y DM COMPROBADOS. PIE N27 HT COMPROBADA.
[Regeneración] COMPROBADA.",2018-12-03,2000-01-01,2018-12-03,2000-01-01,40,"40.1856","40.1856.A.1"
"41398",40,1864,"A","1",0,"1984","L","0002","2002","","3-1",2018,1,1,1,70,60,1,1,2,1,2,4,1,2,1,1,8,2,NA,NA,0,0,0,0,0,220,NA,6.75,NA,2,2,2,"[Pies Mayores] TODAS LAS DISTANCIAS COMPROBADAS.
PIE N5 MEDIDO CON CINTA (216M). PIE N8 MEDIDO CON CINTA (214M). PIE N23 MEDIDO CON CINTA (210M)
[Regeneración] COMPROBADA.
[Matorral] HAY ROSA FERA DE LOS 10M",2018-12-12,2000-01-01,2018-12-12,2000-01-01,40,"40.1864","40.1864.A.1"
"41772",42,225,"A","1",0,"2000","","4-3","1982","04","4828",2019,1,1,1,100,70,1,1,1,3,2,4,1,2,1,1,1,4,NA,NA,0,0,0,0,0,183,NA,1.5,NA,1,2,2,"[Pies Mayores]021 A 169G NO ENTRA POR DIST.(COMP)
[Riesgos]TAMBIEN SE PUEDEN DAR EL MODELO 08. Y EL 07 EN ALGUNAS ZONAS.HAY CORTAS ANTIGUAS",2019-02-26,2000-01-01,2019-02-26,2000-01-01,42,"42.225","42.225.A.1"
"41775",42,228,"A","1",0,"1982","04","4828","2000","","4-3",2019,1,1,1,98,75,1,2,2,3,2,4,1,1,1,1,5,4,NA,NA,0,0,0,0,0,340,NA,8.25,NA,1,2,2,"[ClaEsp. Resto de especies=10% RESTANTE AL ENEBRO]
[Pies Mayores]SABINA A 320G NO ENTRA POR DM.
[ClaEsp]SABINA A 380G NO ENTRA POR DM Y DIST.SABINA A 392G NO ENTRA POR DM.N24 DMS Y ALTURA Y FORMA COMP.",2019-03-11,2000-01-01,2019-03-11,2000-01-01,42,"42.228","42.228.A.1"
"41776",42,230,"A","1",0,"1982","04","4828","2000","","4-4",2019,1,1,2,100,90,1,1,1,2,2,4,1,2,1,1,8,4,NA,NA,1,0,0,0,0,226,NA,5,NA,2,1,2,"[Pies Mayores]021 A 344G NO ENTRA POR DIST.(COMP)N30 PAE COMP.",2019-03-12,2000-01-01,2019-03-12,2000-01-01,42,"42.230","42.230.A.1"
"41790",42,252,"A","1",0,"2000","","3-1","1984","J","0010",2019,1,1,1,95,90,1,1,1,1,2,4,1,2,1,1,8,4,NA,NA,1,0,0,0,0,260,NA,2.25,NA,2,2,2,"Rejn lcalizado por ortofoto, referencia croquis y por pies ifn3.
No coiinciden las fotos ifn3.
[Identificación]

[Pies Mayores]
Pie n5 ht y dn comprobados
Pie n10, 17 nt y dn comprobados
Pie n12, 27 ht comprobad.
Pie n22 dn y ht comprobados
Pie n29, 32 dn comprobado
Pie n33 especie comprobada.",2019-05-24,2000-01-01,2019-05-24,2000-01-01,42,"42.252","42.252.A.1"
"41791",42,253,"A","1",0,"2000","","2-1","1984","J","010",2019,1,1,1,95,90,1,2,3,1,3,4,1,2,1,1,7,2,NA,NA,1,0,0,0,0,160,NA,4.25,NA,1,2,1,"Rejon localizado por ortofoto y por pies ifn3.
[Identificación]

[Pies Mayores]
Pie n5, 7, 10,15, 22, 28, 32, 36 dn comprobado.Algunos dn negativos pueden ser por descortezado natural.
Pie R40 no entra por dn para 425mm.
Pie n9, 12, 13, 15, 17 , 18, 19, 20, 22, 34 ht comprobada.
Pie a R 97 no entra por distancia pra 225mm.",2019-05-28,2000-01-01,2019-05-28,2000-01-01,42,"42.253","42.253.A.1"
"41835",42,318,"A","1",0,"2000","","4-1","1985","L","0009",2019,1,1,1,90,80,1,3,2,1,2,4,1,2,1,1,7,3,NA,NA,1,1,0,0,0,95,NA,2,NA,2,2,1,"Rejon localizado por irientacion fisiograficay por pies ifn3, ayudado del croquis.
REjon localizado desde el cruce de coordenadas a 110m R 10 aproximadamente.
subpiso de q. pyrenaica
[Identificación]

[Pies Mayores]
Pie n1 de ifn3 es error porque la distancia al latera son 10.11cm
Pie n6, 7, 8 ht comprobada.
Pie n12 esta a caballo entre forma 2 y forma 5
[Matorral]
No se observa 136",2019-05-31,2000-01-01,2019-05-31,2000-01-01,42,"42.318","42.318.A.1"
"41840",42,326,"A","1",0,"2000","","4-2","1985","L","0012",2019,1,1,1,80,70,1,2,3,3,2,4,1,2,1,1,7,4,NA,NA,1,0,0,0,0,345,NA,4.5,NA,2,3,3,"[Pies Mayores]PINASTER A 114G NO ENTRA POR DM.N8 ALTURA COMP.N11 ALTURA COMP.N14 ALTURA COMP.N15 DMS Y ALTURA COMP.N16 ALTURA COMP.N17 ALTURA COMP.",2019-07-22,2000-01-01,2019-07-22,2000-01-01,42,"42.326","42.326.A.1"
"41842",42,333,"A","1",0,"2000","","4-1","1985","L","0009",2019,1,1,1,90,80,1,2,3,2,2,4,1,2,1,1,7,5,NA,NA,1,0,0,0,0,60,NA,7,NA,2,2,2,"Rejon localizado por ortofoto, fisiografico y por pies ifn3.
[Identificación]
[Pies Mayores]
piie n1 dn comprobado.
Pie R37 no entra por dn para 425mm.
Pie n6, 7, 9, 10, 13 ht comprobad.
Pie R93 y 25.1m no entra por distancia reducida.
Pie n16 dn comprobado.
Pie n29 entra por distancia al lateral.
Pie a R 380 no entra por distacia para 225mm.",2019-04-26,2000-01-01,2019-04-26,2000-01-01,42,"42.333","42.333.A.1"
"41844",42,341,"A","4",0,"2000","","4-2","1985","L","0013",2019,1,1,1,70,65,1,2,3,3,2,4,1,2,1,1,7,3,NA,NA,0,0,0,0,0,280,NA,7,NA,1,2,3,"[Pies Mayores]NO ENCUENTRO LA PARCELA PORQUE EN LA COORDENADA NI ALREDEDORES LA HE VISTO(ANTES IFO3 A4)Y CERCA DE LA COORDENADA HE VISTO UN PINO CON SILICONA DEL INFO2.
[Fisiografía]CORTAS ANTIGUAS",2019-07-18,2000-01-01,2019-07-18,2000-01-01,42,"42.341","42.341.A.4"
"41847",42,345,"A","1",0,"1985","L","0008","2019","","",2019,1,1,1,100,80,1,2,1,1,2,4,1,2,1,1,5,3,NA,NA,1,0,0,0,0,141,NA,4.5,NA,3,2,1,"[Identificación] PARCELA LOCALIZADA POR CROQUIS IFN3 Y PIES MAYORES.
PARCELA SITUADA EN UN PINAR MEZCLADO DE PINASTER Y SILVESTRE.
[Pies Mayores] PIES 1, 4, 7, 8, 10, 13, 18, 19, 21, 24, 28, 39 DIAMETROS COMPROBADOS, PRESENTAN PERDIDA DE CORTEZA.
PIES 12, ALTURAS COMPROBADAS.
PIE 31 ENTRA JUSTO.
PIE 24 IFN3 (999 IFN4) DIST. LATERAL CINTA 25.79 MT PENDIENTE 4.25. DIAMETRO COMPROBADO.
026 A 66 GR Y 23.6 MT NO POR DM 404-432.
021 A 122 GR Y 15.40 MT, LAT CINTA, NO POR DIST. PENDIENTE 4.00 Y DM 258-262.
026 A 225 GR Y 19.4 MT NO POR DM 389-396.
026 A 262 GR Y 19.6 MT NO POR DM 399-391.
026 A 278 GR Y 19.3 MT NO POR DM 404-432.
026 A 287 GR Y 15.4 MT NO POR DM 409-399.",2019-05-06,2000-01-01,2019-05-06,2000-01-01,42,"42.345","42.345.A.1"
"41863",42,366,"A","1",0,"2000","","4-1","1985","L","0010",2019,1,1,1,85,60,1,2,3,2,2,4,1,2,1,1,7,3,NA,NA,1,0,0,0,0,310,NA,6.25,NA,2,2,2,"[Identificación] PARCELA LOCALIZADA POR GPS, ORTOFOTO, CROQUIS IFN3 Y FOTOS IFN3.
PARCELA SITUADA EN UN BOSQUE DE PINO SILVESTRE Y PINASTER CON ABUNDANTES CLAROS Y ROCAS.
[Matorral] FURA DE 10 MT HAY ARANDANO.
[Pies Mayores] PIES 2, 3, 10 ALTURA Y DIAMETROS COMPROBADOS.
PIE 3 DIST. LATERAL CINTA 10.35 MT Y PENDIENTE 5.75
PIE 5 DIST. LATERAL CINTA 15.15 MT Y PENDIENTE  3.25
PIE 13 ALTURA COMPRBADA.
021 A 53 GR Y 15.2 MT NO POR DIST. DM 227-226.
026 A 112 GR Y 10.2 MT NO POR DIST. DM 172-169.
021 A 327 GR Y 14.9 MT NO POR DM 216-228.
021 A 332 GR Y 24.9 MT ESTA MUY JUSTO POR DIST. Y NO POR DM 389-386.
021 A 349 GR Y 10.12 MT NO POR DIST. DM 175-188.
021 A 366 GRY 20.3 MT NO POR DM 396-400.",2019-06-05,2000-01-01,2019-06-05,2000-01-01,42,"42.366","42.366.A.1"
"41867",42,371,"A","1",0,"1985","L","0012","2019","","",2019,1,1,1,90,75,1,2,3,3,2,4,1,2,1,1,4,3,NA,NA,0,0,0,0,0,53,NA,2.5,NA,3,2,2,"[Identificación] PARCELA LOCALIZADA POR CROQUIS IFN3 Y PIES MAYORES.
PARCELA SITUADA EN UN BOSQUE MIXTO DE DE SILVESTRE, PINASTER Y ROBLE.
ABUNDAN LOS AFLORAMIENTOS ROCOSOS.
[ClaEsp] HAY ALGUN ROBLE EN ESTADO 3, PREDOMINANDO EL ESTADO 2.
[Selvicultura] CORTAS MUY ANTIGUAS QUE NO TENGO EN CUENTA.
[Pies Mayores] PIE 3 ALTURA COMPROBADA.
021 A 28 GR Y 14.1 MT NO POR DM 207-204.
026 A 185 GR Y 13.3 MT NO POR DM 194-191.
021 A 215 GR Y 5.6 MT CON DM 96-97.
021 A 281 GR Y 13.8 MT NO POR DM 190-203.
021 A 345 GRY 4.1 MT NO POR DM 71-73.
043 A 350 GR Y 7.7 MT NO POR DM 110-103.
021 A 381 GR Y 4.8 MT NO POR DM 71-70. 
021 A 388 GR Y 13.9 MT NO POR DM 199-198.

[PiesMay 3-21] ALTURA COMPROBADA.",2019-05-14,2000-01-01,2019-05-14,2000-01-01,42,"42.371","42.371.A.1"
"41885",42,399,"A","4",0,"2000","","3-4","1985","M","0005",2019,1,1,2,90,75,1,2,1,2,2,4,1,2,1,1,11,3,NA,NA,1,4,0,0,0,180,NA,2.25,NA,1,2,1,"[Identificación] PARCELA LOCALIZADA POR ORTOFOTO Y GPS.
PARCELA A4 PORQUE NO SEHAN ENCONTRAO LOS PIES MAYORES IFN3.
LA PENDIENTE DE LA PARCELA IFN3 NO COINCIDE EN NINGUN LUGAR Y SE HA REVISADO UNA AMPLIA ZONA.
TODOS LOS CLAROS HAN SIDO REVISADOS SIN EXITO. NO HAY CORTAS RECIENTES POR LO QUE LOS PIES IFN3 DEBIERAN ESTAR Y SIN EMBARGO NO COINCIDE NADA, TAMPOCO EL MARCO DE PLANTACION INDICADO EN IFN3 Y ES QUE EL MARCO ES IRREGULAR NO CUMPLIENDOSE EN NIGUN CASO EL MARCO 2X2.
[Pies Mayores] PIE 20 BIF. A 6.7 MT DE ALTURA.
A 25G Y 12.4M 026 NO ENTRA POR DM 208 205
A 26G Y 10.2 021 NO ENTRA POR DISTANCIA 153 156
A 62G Y 10.2M 021 NO ENTRA POR DISTANCIA 165 166
021 A 94 GR Y 6.6 MT NO POR DM 114-107.
021 A 113 GR Y10.2 MT NO POR DM 145-151.
021 A 218 GR Y 6.9 MT NO POR DM 114-119.
021 A 264 GR Y 13.2 MT NO POR DM 209-199.
026 A 355 GR Y 15 MT ESTA MUY JUSTO POR DIST. Y NO POR DM 219-222.
026 A 382 GRY 13.4 MT NO POR DM 198-209.",2019-07-25,2000-01-01,2019-07-25,2000-01-01,42,"42.399","42.399.A.4"
"41891",42,406,"A","1",0,"1985","M","0008","2000","","4-3",2019,1,1,1,90,70,1,1,2,2,2,4,1,2,1,1,7,3,NA,NA,1,0,0,0,0,88,230,7.25,2.75,2,2,1,"[Identificación] PARCELA LOCALIZADA POR FOTOGRAFIA AEREA Y PIES MAYORES IFN3.
PARCELA SITUADA EN UNA MASA MEZCLADA DE PINO SILVESTRE Y PINASTER.
[Pies Mayores] PIE 3 ALTURA COMPRBADA.
026 A 1 GR Y 16.7 MT NO POR DM 409-399.
026 A 13 GR Y  22.6 MT NO POR DM 402-409.
021 A 313 GR Y 13.4 MT NO POR DM 197-204.
021 A 337 GR Y 11.3 MT NO POR DM 197-197.
021 A 382 GR Y 13.9 MT NO POR DM 204-200.
026 A 395 GR Y 15.06 MT, LATERAL CINTA, NO POR DIST. PENDIENTE 2.00 Y DM 309-314.",2019-06-12,2000-01-01,2019-06-12,2000-01-01,42,"42.406","42.406.A.1"
"41917",42,436,"A","1",0,"2000","","4-4","1985","L","0012",2019,1,1,2,100,75,1,2,2,1,2,4,1,2,1,1,4,2,NA,NA,1,0,0,4,0,175,NA,3.25,NA,1,2,2,"[Identificación] PARCELA LOCALIZADA POR ORTOFOTO, GPS, CROQUIS IFN3 Y PIES MAYORES.
PARCELA SITUADA EN UNA PLANTACION DE PINO SILVESTRE Y PINASTER.
[ClaEsp] COMPROBADOS ORIGEN DE MASA.
[Pies Mayores]PIE 11 FORMA COMPROBADA.
021 A 24 GR Y 10.3 MT CON DM 122-124.
021 A 42 GR Y 10.28 MT CON DM 144-146.
021 A 56 GR Y 9.1 MT CON DM 116-105.
021 A 109 GR Y 10.13 MT, LATERAL CINTA, NO POR DIST. PENDIENTE 1.75 Y DM 130-142.
021 A 110 GR Y 12.2 MT NO POR DM 222-214.
021 A 162 GR Y 5.3 MT NO POR DM 112-128.
026 A 287 GR Y 12.5 MT NO POR DM 229-214.
026 A 313 GR Y 7.2 MT NO POR DM 120-113.
021 A 355 GR Y 8.2 MT NO POR DM 111-110.
021 A 383 GR Y 5.15 MT, LATERAL CINTA, NO POR DIST. PENDIENTE 3.25 Y DM 120-118.",2019-06-03,2000-01-01,2019-06-03,2000-01-01,42,"42.436","42.436.A.1"
